Record identifier,Bureau of Meteorology Station Number,Rainfall district code,Station Name,Month/Year site opened. (MM/YYYY),Month/Year site closed. (MM/YYYY),Latitude to 4 decimal places in decimal degrees,Longitude to 4 decimal places in decimal degrees,Method by which latitude/longitude was derived,State,Height of station above mean sea level in metres,Height of barometer above mean sea level in metres,WMO (World Meteorological Organisation) Index Number,First year of data supplied in data file,Last year of data supplied in data file,Percentage complete between first and last records,Percentage of values with quality flag 'Y',Percentage of values with quality flag 'N',Percentage of values with quality flag 'W',Percentage of values with quality flag 'S',Percentage of values with quality flag 'I',
st,15551,15B ,HUCKITTA                                ,Jan-68,       ,-22.8953,135.4595,GPS            ,NT ,442,      ,     ,1968,2015,69,99,  *,0,  *,0,#
st,15552,15B ,HENBURY                                 ,01/1897,       ,-24.5521,133.252,GPS            ,NT ,432,      ,     ,1897,2014,88,99,  *,0,  *,0,#
st,15553,15B ,HAMILTON DOWNS                          ,Jan-58,       ,-23.5092,133.2677,GPS            ,NT ,594,      ,     ,1958,2015,98,99,  *,0,  *,0,#
st,15554,15B ,VAUGHAN SPRINGS                         ,Jul-60,       ,-22.2984,130.85,GPS            ,NT ,610,      ,     ,1960,2015,99,99,  *,0,  *,0,#
st,15555,15B ,TANAMI DOWNS                            ,Nov-66,       ,-20.565,129.7251,GPS            ,NT ,305,      ,     ,1966,2014,79,99,  *,0,  *,0,#
st,15557,15B ,TEMPE DOWNS                             ,Aug-69,       ,-24.3996,132.4525,GPS            ,NT ,518,      ,     ,1886,1993,95,99,0,0,  *,0,#
st,15559,15B ,MARQUA                                  ,Jan-93,       ,-22.8024,137.2954,GPS            ,NT ,248,      ,     ,1993,2015,48,99,0,0,  *,0,#
st,15560,15B ,MANNERS CREEK                           ,May-00,       ,-22.1086,137.9819,GPS            ,NT ,190,      ,     ,2005,2015,81,99,  *,0,0,0,#
st,15561,15B ,MOUNT LIEBIG                            ,May-00,       ,-23.2674,131.2733,GPS            ,NT ,610,      ,     ,2000,2003,77,99,0,0,1,0,#
st,15562,15B ,ORANGE CREEK                            ,Aug-69,       ,-24.3612,133.4315,GPS            ,NT ,479,      ,     ,1969,2008,88,99,  *,0,  *,0,#
st,15564,15B ,OWEN SPRINGS                            ,Jan-69,       ,-23.8754,133.4704,GPS            ,NT ,598,      ,     ,1898,2015,47,99,  *,0,  *,0,#
st,15567,15B ,CENTRAL MOUNT WEDGE                     ,Jan-51,       ,-22.7415,132.1554,GPS            ,NT ,616,      ,     ,1951,1995,99,99,0,0,  *,0,#
st,15569,15B ,WILLOWRA                                ,Jan-47,       ,-21.2759,132.623,GPS            ,NT ,487,      ,     ,1947,1973,43,100,0,0,0,0,#
st,15572,15B ,STIRLING                                ,Jan-66,       ,-21.7325,133.7633,GPS            ,NT ,485,      ,     ,1966,2015,86,99,0,0,  *,0,#
st,15574,15B ,ERLDUNDA                                ,Jan-33,       ,-25.2219,133.1955,GPS            ,NT ,406,      ,     ,1933,2015,94,99,  *,0,  *,0,#
st,15575,15B ,CLARAVILLE                              ,Jan-72,       ,-23.3732,134.7503,GPS            ,NT ,592,      ,     ,1973,2015,91,99,  *,0,1,0,#
st,15577,15B ,DELMORE DOWNS                           ,Jan-50,       ,-22.4515,134.8189,GPS            ,NT ,503,      ,     ,1950,2006,81,87,12,0,1,0,#
st,15579,15B ,NUMERY                                  ,Jan-75,       ,-24.0137,135.4268,GPS            ,NT ,343,      ,     ,1975,2013,66,99,  *,0,  *,0,#
st,15584,15B ,ARGADARGADA                             ,Nov-68,       ,-21.6743,136.6654,GPS            ,NT ,289,      ,     ,1968,2015,85,99,  *,0,  *,0,#
st,15585,15B ,AMMAROO                                 ,Jan-66,       ,-21.7507,135.2382,GPS            ,NT ,396,      ,     ,1956,2015,95,99,  *,0,  *,0,#
st,15587,15B ,ANNITOWA                                ,Jan-66,       ,-21.2103,136.4749,GPS            ,NT ,275,      ,     ,1966,2011,86,99,  *,0,1,0,#
st,15588,15B ,AMBALINDUM                              ,Jan-66,       ,-23.3845,134.6841,GPS            ,NT ,656,      ,     ,1966,2014,88,99,1,0,  *,0,#
st,15590,15B ,ALICE SPRINGS AIRPORT                   ,Jan-40,       ,-23.7951,133.889,GPS            ,NT ,546,547,94326,1941,2015,100,99,  *,0,  *,0,#
st,15593,15B ,ALCOOTA                                 ,Jan-50,       ,-22.8211,134.4508,GPS            ,NT ,595.5,      ,     ,1951,2008,95,99,  *,0,  *,0,#
st,15594,15B ,ARLTUNGA                                ,Jan-88,       ,-23.4564,134.6849,GPS            ,NT ,661,663,95323,1900,2015,61,99,1,  *,  *,0,#
st,15595,15B ,ANDADO                                  ,Jan-51,       ,-25.4108,135.2906,GPS            ,NT ,160,      ,     ,1951,2015,46,98,1,0,1,0,#
st,15596,15B ,BUSHY PARK                              ,Jan-54,       ,-22.9027,134.05,GPS            ,NT ,650,      ,     ,1954,2004,51,99,0,0,  *,0,#
st,15600,15B ,NEW CROWN                               ,Jan-50,       ,-25.6771,134.833,GPS            ,NT ,216,      ,     ,1950,2012,89,99,0,0,  *,0,#
st,15601,15B ,THE DERWENT                             ,Sep-86,       ,-23.1724,132.1499,GPS            ,NT ,604,      ,     ,1966,2015,99,99,1,0,  *,0,#
st,15602,15B ,JERVOIS                                 ,Jan-66,       ,-22.9494,136.1442,GPS            ,NT ,328,329,94327,1966,2015,100,99,  *,0,  *,0,#
st,15603,15B ,KULGERA                                 ,Jan-68,       ,-25.8428,133.3027,GPS            ,NT ,508.6,510,94466,1968,2015,94,99,1,  *,  *,0,#
st,15604,15B ,LUCY CREEK                              ,Jan-66,       ,-22.4411,136.2917,GPS            ,NT ,311.1,      ,     ,1966,2011,48,99,  *,0,  *,0,#
st,15605,15B ,LILLA CREEK                             ,Apr-66,       ,-25.5607,134.0713,GPS            ,NT ,330,      ,     ,1966,2013,61,99,  *,0,  *,0,#
st,15607,15B ,MOUNT DENISON                           ,Jan-66,       ,-22.131,132.0813,GPS            ,NT ,617,      ,     ,1966,2015,96,99,1,0,  *,0,#
st,15608,15B ,MURRAY DOWNS                            ,Jan-66,       ,-21.0435,134.6753,GPS            ,NT ,400,      ,     ,1966,2015,96,99,  *,0,  *,0,#
st,15610,15B ,INDIANA                                 ,Jan-66,       ,-23.3292,135.44,GPS            ,NT ,442,      ,     ,1966,2015,88,99,1,0,  *,0,#
st,15611,15B ,NEWHAVEN                                ,Jan-62,       ,-22.7231,131.169,GPS            ,NT ,609,      ,     ,1962,2015,97,99,  *,0,  *,0,#
st,15612,15B ,PAPUNYA                                 ,Oct-57,       ,-23.2044,131.9156,GPS            ,NT ,608,609,94322,1958,2014,80,90,9,  *,  *,0,#
st,15616,15B ,ROSS RIVER                              ,Jan-66,       ,-23.5943,134.4887,GPS            ,NT ,488,      ,     ,1966,2012,67,99,  *,0,  *,0,#
st,15617,15B ,SANTA TERESA                            ,Sep-66,       ,-24.1313,134.3737,GPS            ,NT ,427,      ,     ,1966,2013,83,99,  *,0,  *,0,#
st,15618,15B ,TOBERMOREY                              ,Nov-66,       ,-22.2741,137.973,GPS            ,NT ,168.4,      ,     ,1966,2013,66,99,  *,0,  *,0,#
st,15619,15B ,TODD RIVER                              ,Oct-54,       ,-23.8398,134.5089,GPS            ,NT ,427,      ,     ,1954,2015,96,98,1,0,2,0,#
st,15620,15B ,TARLTON DOWNS                           ,Jan-53,       ,-22.6577,136.7998,GPS            ,NT ,283.5,      ,     ,1953,2015,91,99,  *,0,  *,0,#
st,15623,15B ,UNDOOLYA                                ,01/1898,       ,-23.6938,134.0354,GPS            ,NT ,558,      ,     ,1898,2015,58,99,1,0,  *,0,#
st,15624,15B ,VICTORY DOWNS                           ,Apr-66,       ,-25.9891,132.9748,GPS            ,NT ,549.3,      ,     ,1945,2014,98,93,6,0,  *,0,#
st,15626,15B ,WOODGREEN                               ,Jan-46,       ,-22.3961,134.2335,GPS            ,NT ,564,      ,     ,1946,2015,99,99,  *,0,  *,0,#
st,15627,15B ,HORSESHOE BEND                          ,Jan-74,       ,-25.2141,134.2431,GPS            ,NT ,285.6,      ,     ,1974,2013,99,99,0,0,  *,0,#
st,15628,15B ,ALICE SPRINGS GOLF CLUB                 ,Nov-78,       ,-23.7164,133.8819,GPS            ,NT ,568,      ,     ,1990,2015,26,95,4,0,2,0,#
st,15631,15B ,BOND SPRINGS HOMESTEAD                  ,Jan-01,       ,-23.5406,133.9211,GPS            ,NT ,764,      ,     ,1901,2015,81,99,0,0,  *,0,#
st,15633,15B ,PALM VALLEY                             ,May-81,       ,-24.0637,132.7448,GPS            ,NT ,520,      ,     ,1981,2015,98,92,8,0,  *,0,#
st,15635,15B ,YULARA AIRPORT                          ,Jun-83,       ,-25.1896,130.9737,GPS            ,NT ,492,492.5,94462,1983,2015,87,74,26,0,  *,0,#
st,15637,15B ,ERLDUNDA ROADHOUSE                      ,Sep-86,       ,-25.1975,133.1995,GPS            ,NT ,430,      ,     ,1986,2014,77,99,0,0,  *,0,#
st,15638,15B ,GLEN HELEN LODGE                        ,Sep-86,       ,-23.6853,132.6722,GPS            ,NT ,700,      ,     ,1986,2015,65,98,1,0,1,0,#
st,15639,15B ,MOUNT EBENEZER                          ,Sep-86,       ,-25.1784,132.6764,GPS            ,NT ,490,      ,     ,1986,2013,62,99,1,0,1,0,#
st,15640,15B ,MULGA PARK                              ,Sep-86,       ,-25.9053,131.6712,GPS            ,NT ,630,      ,     ,1986,2015,96,99,1,0,  *,0,#
st,15641,15B ,THE GRANITES                            ,Sep-86,       ,-20.5476,130.3466,GPS            ,NT ,430,      ,     ,1986,2015,88,99,1,0,  *,0,#
st,15642,15B ,WALLACE ROCK HOLE                       ,Sep-86,       ,-24.1267,133.0848,GPS            ,NT ,640,      ,     ,1986,2015,99,99,1,0,  *,0,#
st,15643,15B ,TERRITORY GRAPE FARM                    ,May-87,       ,-22.4518,133.6377,GPS            ,NT ,565.6,567,94328,1987,2015,97,79,20,0,  *,0,#
st,15644,15B ,LYNDAVALE                               ,Jan-88,       ,-25.5745,132.3357,GPS            ,NT ,476,      ,     ,1983,2015,91,99,  *,0,  *,0,#
st,15645,15B ,DEEP WELL                               ,Jan-66,       ,-24.2992,134.1439,GPS            ,NT ,434,      ,     ,1966,2010,96,99,0,0,  *,0,#
st,15646,15B ,WAITE RIVER                             ,Aug-88,       ,-22.4786,134.5306,GPS            ,NT ,534,      ,     ,1991,2015,98,99,1,0,  *,0,#
st,15647,15B ,ATULA                                   ,Aug-88,       ,-23.2531,136.3816,GPS            ,NT ,305,      ,     ,1979,2014,99,99,  *,0,  *,0,#
st,15650,15B ,NARWIETOOMA                             ,Aug-89,       ,-23.2309,132.626,GPS            ,NT ,620,      ,     ,1990,2015,90,98,1,0,1,0,#
st,15652,15B ,WATARRKA                                ,May-90,       ,-24.2918,131.549,GPS            ,NT ,614,612.5,94323,1990,2015,96,98,2,  *,  *,0,#
st,15653,15B ,GEMTREE PARK                            ,Jul-90,       ,-22.9689,134.2415,GPS            ,NT ,635,      ,     ,1990,2015,89,99,1,0,  *,0,#
st,15654,15B ,MEREENIE                                ,Jan-90,       ,-23.9954,131.553,GPS            ,NT ,700,      ,     ,1990,2015,86,99,0,0,1,0,#
st,15656,15B ,TODD RIVER DOWNS                        ,Jan-90,       ,-24.2578,135.2707,GPS            ,NT ,260,      ,     ,1986,2015,87,99,0,0,  *,0,#
st,15657,15B ,EPENARRA                                ,Oct-91,       ,-20.4442,135.2631,GPS            ,NT ,310,      ,     ,1963,2015,98,99,  *,0,  *,0,#
st,15658,15B ,TILMOUTH WELL                           ,Oct-91,       ,-22.8094,132.5995,GPS            ,NT ,560,      ,     ,1991,2015,63,94,5,0,1,0,#
st,15660,15B ,ULURU RANGERS                           ,Jan-65,       ,-25.3602,131.0196,GPS            ,NT ,530,      ,     ,1970,2014,48,84,6,0,10,0,#
st,15661,15B ,MOUNT SKINNER                           ,Jan-63,       ,-22.2109,134.1182,GPS            ,NT ,530,      ,     ,1963,2015,99,99,  *,0,1,0,#
st,15664,15B ,WALUNGURRU AIRPORT                      ,Sep-01,       ,-23.2656,129.3844,GPS            ,NT ,454.3,455.3,94321,1998,2015,71,66,34,0,  *,0,#
st,15666,15B ,RABBIT FLAT                             ,Jun-96,       ,-20.1823,130.0148,GPS            ,NT ,340,341.5,95322,1996,2015,100,97,3,  *,  *,0,#
st,15667,15B ,ORMISTON GORGE                          ,May-71,       ,-23.6339,132.73,GPS            ,NT ,700,      ,     ,1971,2015,79,98,2,0,  *,0,#
st,15668,15B ,ORMISTON KNOLL                          ,Jan-98,       ,-23.6521,132.7323,GPS            ,NT ,750,      ,     ,2000,2006,80,0,100,0,0,0,#
st,15669,15B ,NEUTRAL JUNCTION                        ,May-00,       ,-21.5142,133.9933,GPS            ,NT ,489,      ,     ,2000,2015,77,94,6,0,  *,0,#
st,15671,15B ,JINDALEE - MT EVERARD                   ,Aug-02,       ,-23.5231,133.6792,GPS            ,NT ,712,      ,     ,2002,2015,99,96,3,0,1,0,#
st,15672,15B ,DEAD BULLOCK SOAK                       ,Mar-05,       ,-20.5337,129.9363,GPS            ,NT ,400,      ,     ,2005,2015,72,97,2,  *,1,0,#
st,15673,15B ,TREPHINA GORGE                          ,Jan-88,       ,-23.5312,134.3743,GPS            ,NT ,530,      ,     ,1988,2015,86,98,1,0,  *,0,#
st,15677,15B ,EAST DAM                                ,May-07,       ,-23.9468,133.0904,GPS            ,NT ,653,      ,     ,2007,2015,99,96,3,0,1,0,#
st,15679,15B ,ALICE SPRINGS DESERT PARK               ,Apr-11,       ,-23.7047,133.8383,GPS            ,NT ,562,      ,     ,2011,2015,98,94,6,0,  *,0,#
st,15680,15B ,ALICE SPRINGS TELEGRAPH STATION         ,Apr-11,       ,-23.6719,133.8872,GPS            ,NT ,587,      ,     ,2014,2015,100,85,15,0,  *,0,#
st,16000,16,WOOMERA (ARCOONA)                       ,01/1882,       ,-31.0229,137.0494,GPS            ,SA ,125,      ,     ,1882,2014,91,99,  *,0,1,0,#
st,16001,16,WOOMERA AERODROME                       ,Jan-49,       ,-31.1558,136.8054,GPS            ,SA ,166.6,168.5,94659,1949,2015,99,99,1,0,  *,0,#
st,16003,16,BULGUNNIA                               ,Jan-30,       ,-30.1658,134.8928,GPS            ,SA ,165,      ,     ,1930,2013,99,99,  *,0,  *,0,#
st,16005,16,PORT AUGUSTA (CARRIEWERLOO STN)         ,01/1882,       ,-32.3983,137.2269,GPS            ,SA ,179,      ,     ,1882,2015,97,99,  *,0,1,0,#
st,16006,16,TARCOOLA (COMMONWEALTH HILL)            ,Jan-41,       ,-29.9434,134.1506,GPS            ,SA ,181,      ,     ,1941,2015,97,99,  *,0,1,0,#
st,16007,16,COOBER PEDY                             ,Jan-21,       ,-29.004,134.7564,GPS            ,SA ,215,      ,     ,1921,2015,89,99,  *,0,  *,0,#
st,16008,16,AMATA AIRSTRIP                          ,Jan-62,       ,-26.1035,131.2064,GPS            ,SA ,630,      ,     ,1962,2015,47,99,1,0,  *,0,#
st,16009,16,COONDAMBO                               ,01/1885,       ,-31.0623,135.8659,GPS            ,SA ,155,      ,     ,1885,2014,95,99,  *,0,  *,0,#
st,16016,16,KINGOONYA (NORTH WELL)                  ,Jul-98,       ,-30.8453,135.3101,GPS            ,SA ,150,      ,     ,1998,2013,89,98,0,0,2,0,#
st,16021,16,KOKATHA                                 ,Feb-31,       ,-31.2609,135.2374,GPS            ,SA ,190,      ,     ,1931,2015,98,99,1,0,1,0,#
