time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],lwe_thickness_of_precipitation_amount[unit="mm day-1"]
1970-12-24T00:00:00Z,-33.0862,116.0387,0.0
1970-12-25T00:00:00Z,-33.0862,116.0387,0.0
1970-12-26T00:00:00Z,-33.0862,116.0387,0.0
1970-12-27T00:00:00Z,-33.0862,116.0387,0.0
1970-12-28T00:00:00Z,-33.0862,116.0387,0.0
1970-12-29T00:00:00Z,-33.0862,116.0387,0.0
1970-12-30T00:00:00Z,-33.0862,116.0387,3.284193515777588
1970-12-31T00:00:00Z,-33.0862,116.0387,0.0
1971-01-01T00:00:00Z,-33.0862,116.0387,0.0
1971-01-02T00:00:00Z,-33.0862,116.0387,0.0
1971-01-03T00:00:00Z,-33.0862,116.0387,0.0
1971-01-04T00:00:00Z,-33.0862,116.0387,0.0
1971-01-05T00:00:00Z,-33.0862,116.0387,0.0
1971-01-06T00:00:00Z,-33.0862,116.0387,0.0
1971-01-07T00:00:00Z,-33.0862,116.0387,5.369714260101318
1971-01-08T00:00:00Z,-33.0862,116.0387,3.5916953086853027
1971-01-09T00:00:00Z,-33.0862,116.0387,0.0
1971-01-10T00:00:00Z,-33.0862,116.0387,0.0
1971-01-11T00:00:00Z,-33.0862,116.0387,0.0
1971-01-12T00:00:00Z,-33.0862,116.0387,0.0
1971-01-13T00:00:00Z,-33.0862,116.0387,0.0
1971-01-14T00:00:00Z,-33.0862,116.0387,0.0
1971-01-15T00:00:00Z,-33.0862,116.0387,0.0
1971-01-16T00:00:00Z,-33.0862,116.0387,0.0
1971-01-17T00:00:00Z,-33.0862,116.0387,0.0
1971-01-18T00:00:00Z,-33.0862,116.0387,1.2964553833007812
1971-01-19T00:00:00Z,-33.0862,116.0387,0.0
1971-01-20T00:00:00Z,-33.0862,116.0387,0.0
1971-01-21T00:00:00Z,-33.0862,116.0387,0.0
1971-01-22T00:00:00Z,-33.0862,116.0387,0.0
1971-01-23T00:00:00Z,-33.0862,116.0387,0.0
1971-01-24T00:00:00Z,-33.0862,116.0387,0.0
1971-01-25T00:00:00Z,-33.0862,116.0387,0.0
1971-01-26T00:00:00Z,-33.0862,116.0387,0.0
1971-01-27T00:00:00Z,-33.0862,116.0387,0.0
1971-01-28T00:00:00Z,-33.0862,116.0387,0.0
1971-01-29T00:00:00Z,-33.0862,116.0387,0.0
1971-01-30T00:00:00Z,-33.0862,116.0387,0.0
1971-01-31T00:00:00Z,-33.0862,116.0387,1.3690953254699707
1971-02-01T00:00:00Z,-33.0862,116.0387,3.8263657093048096
1971-02-02T00:00:00Z,-33.0862,116.0387,3.678982734680176
1971-02-03T00:00:00Z,-33.0862,116.0387,0.0
1971-02-04T00:00:00Z,-33.0862,116.0387,0.0
1971-02-05T00:00:00Z,-33.0862,116.0387,1.9984896183013916
1971-02-06T00:00:00Z,-33.0862,116.0387,14.211284637451172
1971-02-07T00:00:00Z,-33.0862,116.0387,1.2232866287231445
1971-02-08T00:00:00Z,-33.0862,116.0387,0.0
1971-02-09T00:00:00Z,-33.0862,116.0387,0.0
1971-02-10T00:00:00Z,-33.0862,116.0387,0.0
1971-02-11T00:00:00Z,-33.0862,116.0387,0.0
1971-02-12T00:00:00Z,-33.0862,116.0387,0.0
1971-02-13T00:00:00Z,-33.0862,116.0387,0.0
1971-02-14T00:00:00Z,-33.0862,116.0387,0.0
1971-02-15T00:00:00Z,-33.0862,116.0387,4.193248748779297
1971-02-16T00:00:00Z,-33.0862,116.0387,0.0
1971-02-17T00:00:00Z,-33.0862,116.0387,0.0
1971-02-18T00:00:00Z,-33.0862,116.0387,0.0
1971-02-19T00:00:00Z,-33.0862,116.0387,0.0
1971-02-20T00:00:00Z,-33.0862,116.0387,0.0
1971-02-21T00:00:00Z,-33.0862,116.0387,0.0
1971-02-22T00:00:00Z,-33.0862,116.0387,0.0
1971-02-23T00:00:00Z,-33.0862,116.0387,0.0
1971-02-24T00:00:00Z,-33.0862,116.0387,0.0
1971-02-25T00:00:00Z,-33.0862,116.0387,0.0
1971-02-26T00:00:00Z,-33.0862,116.0387,0.0
1971-02-27T00:00:00Z,-33.0862,116.0387,0.0
1971-02-28T00:00:00Z,-33.0862,116.0387,0.0
1971-03-01T00:00:00Z,-33.0862,116.0387,0.0
1971-03-02T00:00:00Z,-33.0862,116.0387,0.0
1971-03-03T00:00:00Z,-33.0862,116.0387,0.0
1971-03-04T00:00:00Z,-33.0862,116.0387,0.0
1971-03-05T00:00:00Z,-33.0862,116.0387,0.0
1971-03-06T00:00:00Z,-33.0862,116.0387,0.0
1971-03-07T00:00:00Z,-33.0862,116.0387,0.0
1971-03-08T00:00:00Z,-33.0862,116.0387,0.0
1971-03-09T00:00:00Z,-33.0862,116.0387,0.0
1971-03-10T00:00:00Z,-33.0862,116.0387,0.0
